-1|-1|-1|-1
1|1|45.2424679884437|19.8283282333435
2|2|45.2330546005816|19.8207965904297
3|3|45.2427097242539|19.8371473365845
4|4|45.2512755729503|19.8294440322937
5|5|45.243993928499|19.8163119369568
6|6|45.2407607|19.8269764
7|7|45.2424528799215|19.8195091301026
8|8|45.2402167743216|19.8263755851807
9|9|45.2383885415166|19.8316756301941
10|10|45.2431176511011|19.838863950354
11|11|45.2440241447195|19.8187366539063
12|12|45.2347998969867|19.8257533126892
13|13|45.2424226628647|19.8471036964478
14|14|45.2374769474224|19.8282354450987
15|15|45.2393102199529|19.8345724159302
16|16|45.2371948701754|19.8291221672119
17|17|45.2401261195357|19.8371902519287
18|18|45.2384338703139|19.8180070930542
19|19|45.2407607|19.8269764
20|20|45.2396426249009|19.8238221221985
21|21|45.2441147932858|19.8377481514038
22|22|45.2467133240141|19.8158184104981
23|23|45.2432687343753|19.8167196327271
24|24|45.2456557967824|19.8496786171021
25|25|45.2396426249009|19.8240045124115
26|26|45.2430118925701|19.8190585189881
27|27|45.2500972788548|19.8268691116394
28|28|45.2417427748417|19.8208609634461
29|29|45.2422715773405|19.8207107597412
30|30|45.2474384741659|19.8368469291748
